Player,G,PTS,TRB,AST,FG(%),FG3(%),FT(%),eFG(%),PER,WS
Udonis Haslem,856,7.6,6.7,0.9,49.0,7.3,75.5,49.0,13.0,50.8
Uroš Slokar,20,1.9,0.7,0.1,53.8,50.0,69.2,55.8,13.9,0.1
Uwe Blab,235,2.1,1.8,0.4,43.3,-,60.8,43.3,6.6,0.4
